"nanyangSiteId","siteNameZh","siteNameEn","Y","X"
"sct-kd-278","濟圣壇","Jisheng Tan",1.3865514869,103.9067414
"sct-kd-279","吉圣壇","Jisheng Tan",1.3705776578,103.8578545
"sct-kd-280","集聲宮","Jisheng Gong",1.3471432239,103.7400396
"sct-kd-281","吉星亭","Kiat Sing Ting",1.3558216025,103.9498665
"sct-kd-282","濟陽堂","Jiyang Tang",1.3558216025,103.9498665
"sct-kd-283","濟雲閣 星洲德教","Chee Hoon Kog Moral Promotion Society, Singapore",1.322091898,103.9540041
"sct-kd-284","迦馬佳育佛教中心","Karma Kagyud Budh Ctr",1.3107790578,103.8818398
"sct-kd-285","將軍廟","Chiang Chin Meow",1.322308927,103.7616796
"sct-kd-286","介穀殿","Kai Kok Tian",1.2862470248,103.8163539
"sct-kd-287","金洞府","Kim Tong Hu",1.3140623735,103.8895464
"sct-kd-288","進法殿","Jinfa Dian",1.3855669588,103.8486831
"sct-kd-289","金鳳廟","Kim Hong Temple",1.3256747979,103.8919044
"sct-kd-290","金鳳廟三寶佛光寺 聯合廟","Kim Hong Temple Lord Buddha Temple   United temple",1.3256932427,103.8919086
"sct-kd-291","金佛三寶壇","Jinfo Sanbao Tan",1.3879109632,103.7725724
"sct-kd-292","金福宮  裕廊西  總行","Jin Fu Gong Temple   Jurong West  Main",1.340793047,103.69047
"sct-kd-293","金福宮  侖仔尾大伯公","Thiam Hock Keng Temple",1.3577848735,103.8406577
"sct-kd-294","金福宮功德堂  兀蘭分行","Jin Fu Gong Temple   Woodlands  Branch  Gong De Tang",1.4541009892,103.7984589
"sct-kd-295","錦福廟","Chin Fook Meow",1.353774957,103.8818885
"sct-kd-296","金花廟","Jin Hua Temple",1.3019958739,103.8960904
"sct-kd-297","金蘭廟","Kim Lan Beo",1.282413397,103.8273304
"sct-kd-298","金龍寺","Jinlong Si",1.3386563227,103.8894002
"sct-kd-299","金門會館孚濟廟","Jinmen Huiguan Fuji Miao",1.3125500012,103.8474205
"sct-kd-300","晉平寺","Chin Pin Tze Temple",1.3353597603,103.9489977
"sct-kd-301","晉平寺善蓮山宮","Chin Pin Tze Temple",1.3353597603,103.9489977
"sct-kd-302","金全法壇","Jinquanfa Tan",1.3471432239,103.7400396
"sct-kd-303","金全法壇集聲宮","Jinquanfa Tan Jisheng Gong",1.3471432239,103.7400396
"sct-kd-304","金山寺","Kim San Tze Temple Association",1.3151165724,103.9273005
"sct-kd-305","金水館","Jin Shui Guan",1.3855669588,103.8486831
"sct-kd-306","金英堂","Jin Ying Tang",1.3663086042,103.8387501
"sct-kd-307","淨名佛學社","Cheng Beng Buddhist Societ",1.3148417783,103.8851423
"sct-kd-308","汫水港斗母宮鳳山寺","Jiazhuikang Kew Ong Yah Temple Hong San See Temple",1.4347465263,103.8325663
"sct-kd-309","韭菜芭城隍廟","Lorong Koo Chye Sheng Hong Temple",1.326332481,103.8917968
"sct-kd-310","韭菜芭城隍廟三清宮","Koo Chye Ba Seng Hong Temple San Qing Gong",1.3349764,103.94958
"sct-kd-311","九峰岩通淮廟","Jiufengyan Tonghuai Miao",1.3147306962,103.889249
"sct-kd-312","九福元帥壇","Jiufuyuanshuai Tan",1.3315525944,103.8933775
"sct-kd-313","九華山報恩寺","Poh Ern Shin Temple",1.2795352733,103.7886064
"sct-kd-314","九鯉洞","Kiew Lee Tong Temple",1.3649159745,103.8283504
"sct-kd-315","九龍宮","Chin Long Kong Temple",1.3810533343,103.7536302
"sct-kd-316","救世壇","Siang San Temple",1.4509038602,103.795626
"sct-kd-317","九天玄女宮 宏茂橋","Kiew Thian Hian Keng",1.3186771714,103.8731294
"sct-kd-318","九天玄女宮 四馬路","Jiu Tian Xuan Nv Gong Si Ma Lu",1.3004801368,103.8539136
"sct-kd-319","九條橋新芭拿督壇","Jiutiao Qiao Xinba Nadu Tan",1.3730731502,103.9300626
"sct-kd-320","九仙宮","Jiuxian Gong",1.3668020422,103.9276439
"sct-kd-321","九玄宮","Jiu Xuan Gong Society",1.314698997,103.8856018
"sct-kd-322","九陰圣天宮","Jiuyingshengtian Gong",1.344461337,103.7023152
"sct-kd-323","聚善華山宮","Chu Siang Wah Sua Temple",1.4349675313,103.833696
"sct-kd-324","聚善堂","Ju Shan Tang   Chu Siang Tong",1.4349675313,103.833696
"sct-kd-325","聚圣廟","Chu Sheng Temple",1.3809584859,103.8415544
"sct-kd-326","聚天宫","Chee Tian Keng Temple",1.3386089464,103.8564759
"sct-kd-327","覺音講堂","Jue Ying Buddhist Association",1.3269944788,103.8503274
"sct-kd-328","開福堂","Kaifu Tang",1.358809752,103.8924494
"sct-kd-329","開山廟","Kai San Temple",1.2792466507,103.8280568
"sct-kd-330","坎甘拉馬佛寺","Kancanrama Budh Temple",1.3487108461,103.879574
"sct-kd-331","孔中府","Kongzhong Fu",1.3406932266,103.6878155
"sct-kd-332","寬濟堂","Kuang Chee Tng Buddhist Ass",1.3186356391,103.8489376
"sct-kd-333","坤德觀音堂","Kunde Guanyin Tang",1.3266864655,103.8464621
"sct-kd-334",,"Kwan Sai Tuah Taoism Association",1.3158501056,103.8875948
"sct-kd-335","閬苑岩","Langyuan Yan",1.326332481,103.8917968
"sct-kd-336","雷音寺","Lei Yin Temple",1.2834039023,103.8218699
"sct-kd-337","立德傳心堂","Li Teck Chuan Cin Tang temple",1.3159215802,103.9004645
"sct-kd-338","鯉江廟","Lijiang Miao",1.315958483,103.8544173
"sct-kd-339","蓮安殿","Lianan Dian",1.4401763283,103.7932283
"sct-kd-340","蓮池閣寺","Lian Chee Kek Temple",1.3491889378,103.882222
"sct-kd-341","蓮池精舍","Lin Chee Cheng Sia Temple",1.361914268,103.8822853
"sct-kd-342","蓮峰寺","Liang Hong Sze",1.2745167984,103.8073832
"sct-kd-343","蓮關宮","Lianguan Gong",1.350959508,103.7562334
"sct-kd-344","蓮合壇","Lianhe Tan",1.3386383224,103.7591499
"sct-kd-345","蓮花宮","Lian Hua Gong Association",1.3176698897,103.8740353
"sct-kd-346","蓮花壇","Lian Huay Temple",1.3578889711,103.8403566
"sct-kd-347","蓮山雙林寺","Lianshan Shuanglin Si",1.3302520137,103.8572927
"sct-kd-348","蓮圣宮","Liansheng Gong",1.3390447978,103.855541
"sct-kd-349","蓮顯宫","Lian Xian Gong Temple",1.3119318388,103.8865929
"sct-kd-350","蓮陰殿","Lianyin Dian",1.288746037,103.8288241
"sct-kd-351","蓮音壇","Liam Yim Tham",1.3460546058,103.7426058
"sct-kd-352","臨江殿","Linjiang Dian",1.3471432239,103.7400396
"sct-kd-353","臨江殿對山廟","Linjiang Dian Duishan Miao",1.3471432239,103.7400396
"sct-kd-354","麟山亭北極宮","Leng San Teng Temple   Bei Ji Gong",1.2900624152,103.8151498
"sct-kd-355","林氏大宗祠九龍堂家族自治會","Lim See Tai Chong Soo Kiu Leong Tong",1.2749384803,103.8414224
"sct-kd-356","靈寶皇壇","Lingbaohuang Tan",1.3309442547,103.8450204
"sct-kd-357","靈慈行宮","Lingci Xinggong",1.314386582,103.8488418
"sct-kd-358","靈峰般若講堂","Leng Foong Prajna Temple",1.3254426344,103.9124115
"sct-kd-359","靈罡殿","Linggang Dian",1.2892292891,103.8091934
"sct-kd-360","靈晉宮","Ling Jing Gong  Jurong Temple",1.352958069,103.7239717
"sct-kd-361","靈蓮壇","Linglian Tan",1.3354397619,103.7049106
"sct-kd-362","靈山宮寺","Leang San King Temple",1.3616180189,103.8312438
"sct-kd-363","靈山柒陰壇","Lingshan Qiyin Tan",1.3629571364,103.8939648
"sct-kd-364","靈山寺","Ling Shan Temple",1.3106112198,103.8787076
"sct-kd-365","凌霄殿","Lingxiao Dian",1.340982698,103.891219
"sct-kd-366","靈隱寺","Leng Ern Jee temple",1.3272365664,103.8476954
"sct-kd-367","靈隱寺新加坡德教聯合總會  聯合廟","Leng Ern Jee temple The Singapore Federation of Moral Missions   United temple",1.3276102603,103.8476058
"sct-kd-368","凌雲殿","Lin Hoon Dian",1.3136897147,103.8859907
"sct-kd-369","凌雲殿北辰宫  莆田","Lin Hoon Dian",1.3136897147,103.8859907
"sct-kd-370","六巡三合廟","Liuxun Sanhemiao",1.3855669588,103.8486831
"sct-kd-371","龍德佛堂","Leng Teck Hood Yee Temple",1.3218940685,103.9139948
"sct-kd-372","龍鳳洞","Ling Hong Tong Temple",1.3460868202,103.7509343
"sct-kd-373","龍鳳洞雲南大伯公  聯合廟","Ling Hong Tong Hoon Lam Tua Pek Kong",1.3460868202,103.7509343
"sct-kd-374","龍合山宮 萬禮路","Leng Hup San Mandai Road",1.3806498434,103.7536108
"sct-kd-375","龍合山七寨廟  聯合廟","Leng Hup San Chee Chea Temple   United Temple",1.3806498434,103.7536108
"sct-kd-376","龍虎山玄靈壇","Leng Hok San Hian Leng Temple Temple",1.3175670772,103.8734208
"sct-kd-377","龍華寺","Longhua Si",1.3184219619,103.8482579
"sct-kd-378","龍華藏院","Leong Wah Si Temple",1.3184219619,103.8482579
"sct-kd-379","龍蓮花山宮","Dragon Lotus Hill Temple",1.3917357928,103.7426223
"sct-kd-380","龍南殿","Leong Nam Temple",1.3917369177,103.8724253
"sct-kd-381","龍泉廟","Long Chuen Temple",1.4359862054,103.75374
"sct-kd-382","龍泉寺","Long Quan Si Temple",1.3131408933,103.8977404
"sct-kd-383","龍泉岩","Longquan Yan",1.3809584859,103.8415544
"sct-kd-384","龍山宮","Longshan Gong",1.3616180189,103.8312438
"sct-kd-385","龍山廟","Longshan Miao",1.3688730805,103.8729191
"sct-kd-386","龍山寺","Leong San See temple",1.315364084,103.856617
"sct-kd-387","龍山堂","Long Shan Tang Temple",1.3163185932,103.8575621
"sct-kd-388","龍山亭  紅山","Longshanting Red Hill",1.2862470248,103.8163539
"sct-kd-389","龍山亭  友諾士","Longshanting Eunos",1.3196212762,103.896076
"sct-kd-390","龍山岩斗母宮","Leng San Giam Dou Mu Gong",1.3663086042,103.8387501
"sct-kd-391","龍天門慈聖宮","Longtianmen Cishenggong",1.3233224235,103.8962535
"sct-kd-392","龍霞館","Longxia Guan",1.4341966589,103.8415042
"sct-kd-393","龍顯山宮","Longxianshan Gong",1.3471432239,103.7400396
"sct-kd-394","龍須岩","Longxu Yan",1.352958069,103.7239717
"sct-kd-395","龍雲宮","Longyun Gong",1.3748232791,103.8913669
"sct-kd-396","龍鎮宮","Leng Tian Keng",1.368791762,103.8726462
"sct-kd-397","龍須岩金水館","Longxuyan Jinshuiguan",1.3855669588,103.8486831
"sct-kd-398","洛伽山莊  佛學會","Luojia Shanzhuang Foxuehui",1.2955138727,103.8390133
"sct-kd-399","洛口齊忠壇","Luokou Qizhong Tan",1.2975081033,103.7987228
"sct-kd-400","洛陽大伯公","Luoyang Dabogong",1.3558216025,103.9498665
"sct-kd-401","洛陽大伯公宮","Loyang Tua Pek Kong Temple",1.3710905557,103.9698174
"sct-kd-402","洛陽天公壇","Luoyang Tiangong Tan",1.3558216025,103.9498665
"sct-kd-403","慧嚴佛學會","Huiyan Foxuehui",1.3153364175,103.8883141
"sct-kd-404","茅山天音法壇恆佛寺","Maoshan Tianyin Fatan Hengfo Si",1.3148426819,103.8569369
"sct-kd-405","梅峰佛心禪寺","Meifeng Foxin Chansi",1.3150686526,103.8839959
"sct-kd-406","緬甸玉佛寺","Burmese Buddhist Temple",1.3284357878,103.8469392
"sct-kd-407","妙威壇","Miao Wei Tan",1.3397914882,103.7355027
"sct-kd-408","妙音覺苑","Meow Im Kok Yuen Tp",1.3458213156,103.869817
"sct-kd-409","妙音壇","Miaoyin Tan",1.2931119324,103.8037302
"sct-kd-410","閩王氏宗祠","Seh Ong Charity",1.3411235746,103.7532088
"sct-kd-411","鳴鳳壇","Meng Hong Thua",1.2876697688,103.8282029
"sct-kd-412","鳴鳳壇公廟","Mingfengtan Gongmiao",1.3771283607,103.8857608
"sct-kd-413","明光壇","Mingguang Tan",1.4038548038,103.7454925
"sct-kd-414","明願閣","Mingyuan Ge",1.3264010404,103.8886912
"sct-kd-415","木山宮","Mushan Gong",1.378186479,103.7737068
"sct-kd-416","木山聖母宮","Bak Sua Siah Boo",1.378186479,103.7737068
"sct-kd-417","拿督壇保安天德宮","Nadutan Baoan Tiande Gong",1.3672410207,103.9285585
"sct-kd-418","南安善堂","Nam Ann Siang Theon Tp",1.3486007369,103.8822527
"sct-kd-419","南大齊玄壇","Nanda Qixuan Tan",1.3467460066,103.7011598
"sct-kd-420","南島天心洞","Nandao Tianxin Dong",1.3119564011,103.8884638
"sct-kd-421","南風善堂","Nam Hong Siang Theon",1.4337957971,103.8280431
"sct-kd-422","南鳳善堂","Nam Hong Siang Theon",1.4347465263,103.8325663
"sct-kd-423","南府玄善廟","Nanfu Xuanshan Miao",1.3471695116,103.6930875
"sct-kd-424","南海飛來寺","Nan Hai Fei Lai Temple",1.3149361242,103.8835256
"sct-kd-425","南海宮","Nam Hai Kieng",1.3151209838,103.8883969
"sct-kd-426","南海觀福壇","Lam Hai Kwan Hock Tua",1.3778781323,103.7437721
"sct-kd-427","南海普陀山寺","Lam Hai Poh Toh San Temple",1.3650898439,103.8759294
"sct-kd-428","南海寺","Nan Hai Temple",1.3221496043,103.8521687
"sct-kd-429","南音壇","Nam Im Tuan Temple",1.3737521315,103.8706447
"sct-kd-430","南萊殿","Nanlai Dian",1.3792155553,103.7503994
"sct-kd-431","南山海廟","Nanshanhai Miao",1.3377076409,103.918849
"sct-kd-432","南天宮","Nantian Gong",1.3486310737,103.9402904
"sct-kd-433","南仙壇","Nanxian Tan",1.2835275516,103.82083
"sct-kd-434","南洋聖教總會","Nanyang Sacred Union",1.2944825791,103.8415413
"sct-kd-435","南洋同奉善堂","Nanyang Thong Hong Siang Thng Tp",1.393745434,103.890041
"sct-kd-436","南洋德教總會","Nanyang Moral Uplifting General Society",1.3052304534,103.8282071
"sct-kd-437","南洋德教總會紫新閣  聯合廟","Nanyang Moral Uplifting General Society Che Sen Khor Moral Uplifting Society   United Temple",1.3052304534,103.8282071
"sct-kd-438","南雲宮","Nanyun Gong",1.3131936961,103.7881922
"sct-kd-439","哪吒壇","Nezha Tan",1.3273826369,103.8667112
"sct-kd-440","哪吒行宮道教協會","Ne Zha Taoist Association",1.3119564011,103.8884638
"sct-kd-441","內觀禪修中心  新加坡","VIPASSANA MEDITATION CENTRE  SINGAPORE",1.3487175327,103.8805585
"sct-kd-442","寧瑪巴白玉佛教中心","PALYUL NYINGMA BUDDHIST ASSOCIATION",1.3133056365,103.8779739
"sct-kd-443","藏傳  寧瑪巴噶陀佛學會","NYINGMA KATHOK BUDDHIST CENTRE",1.3119450214,103.8884045
"sct-kd-444","鵬峰宮","Peng Hong Temple",1.3172234106,103.8740014
"sct-kd-445","蓬萊殿","Penglai Dian",1.4611632803,103.8114879
"sct-kd-446","蓬萊寺","Hong Lai Sze Ltd",1.3491833027,103.8872728
"sct-kd-447","霹靂壇  芽籠","Pili Tan  Geylang",1.3188245932,103.8914286
"sct-kd-448","霹靂壇  阿裕尼","Pili Tan  Aljunied",1.3194686209,103.8827514
"sct-kd-449","毗盧寺  天竺山","Bee Low See Temple   Thin Chof Sun",1.3391446332,103.7734783
"sct-kd-450","普庵宮","Puan Gong",1.4376917351,103.8060224
"sct-kd-451","普德善堂","Phoh Teck Siang Tng Temple",1.2756857448,103.7942666
"sct-kd-452","普觀堂","Pu Guan Tang Buddhist Society",1.3125425533,103.8763067
"sct-kd-453","般若念佛堂","Puat Jit Buddhist Temple",1.3933730289,103.8901014
"sct-kd-454","普濟寺","Poh Jay Buddhist Research Institue",1.3171725319,103.9111276
"sct-kd-455","普救善堂","Phoh Kiu Siang Tng Tp",1.362700363,103.8845427
"sct-kd-456","普明寺","Poh Ming Tse Temple",1.3253205293,103.8097442
"sct-kd-457","普平寺","Chin Pin Tze",1.3464231383,103.9409698
"sct-kd-458","普平寺善聯山宮","Chin Pin Tze San Lian Sun",1.3467910057,103.9407769
"sct-kd-459","菩提佛院","Pu Ti Buddhist Temple",1.3806401364,103.8963184
"sct-kd-460","菩提閣","Phou Tai Kok Tp  Mahabodhi Monastery",1.3411922381,103.7740227
"sct-kd-461","菩提蘭若","Puti Lanruo",1.3084492434,103.9130239
"sct-kd-462","菩提協會","The Bodhi Association",1.3113855466,103.8778424
"sct-kd-463","普陀寺","Poo Thor Jee Temple",1.2770667882,103.8424362
"sct-kd-464","普賢講堂","Pu Xian Buddhist Society",1.3120569208,103.8760977
"sct-kd-465","普音堂","Puyin Tang",1.3455757478,103.8509451
"sct-kd-466","普照禪寺","Pu Zhao Chan Si Temple",1.3187862505,103.908623
"sct-kd-467","普忠殿助善堂","Poh Chung Tian Chor Sian Tong",1.3319467376,103.8561498
"sct-kd-468","普照廟",,1.3148358169,103.8832745
"sct-kd-469","普忠廟","Poh Tiong Kiong Temple",1.3149407993,103.8832706
"sct-kd-470","齊保壇",,1.3343583711,103.698578
"sct-kd-471","七福宮","Chi Hock Keng Temple",1.3833340468,103.769408
"sct-kd-472","七福宮  聯合宮","Chi Hock Keng United Temple",1.3833340468,103.769408
"sct-kd-473","齊南壇","Chay Lam Dua",1.3456378877,103.693154
"sct-kd-474","齊神宮","Chee Seng Temple",1.3916643223,103.7428688
"sct-kd-475","武吉巴督齊天宮","Wujibadu Qitiangong",1.3496286645,103.746381
"sct-kd-476","齊天宮中峇魯","Qui Tian Gong Temple Tiong Bahru",1.2838326891,103.8343312
"sct-kd-477","齊天壇","Qi Tian Tan Temple",1.2812469662,103.8142448
"sct-kd-478","七星宮","Zeh Shing Keong Temple",1.3545044831,103.8344608
"sct-kd-479","齊玄壇","Qixuan Tan",1.2826467519,103.8233271
"sct-kd-480","柒陰壇","Qiyin Tan",1.3641309734,103.8930013
"sct-kd-481","七寨龍泉廟   聯合廟","Chek Chai Long Chuen Temple",1.4359862054,103.75374
"sct-kd-482","七寨廟","Chek Chai Temple",1.4359862054,103.75374
"sct-kd-483","七寨廟  林厝港阿媽宮路","Chee Chea Temple   Lim Chu Gang Ah Ma Keng Road",1.3806498434,103.7536108
"sct-kd-484","謙福律天公壇","Tian Gong Tan Temple",1.3577848735,103.8406577
"sct-kd-485","乾坤廟","Qiankun Miao",1.3196212762,103.896076
"sct-kd-486","伽陀精舍","Katho Chengsia Temple",1.3148608382,103.8872913
"sct-kd-487","清德宮","Qing De Gong Temple",1.3143314507,103.8496831
"sct-kd-488","慶德樓","Keng Teck Whay",1.3154602007,103.9020989
"sct-kd-489","清德堂","Qing De Tang Temple",1.3256990546,103.8531301
"sct-kd-490","清蓮寺","Cheng Lim See Temple",1.3361700417,103.9519758
"sct-kd-491","清涼精舍","Qingliang Jingshe",1.3161548471,103.883368
"sct-kd-492","青龍宮","Chi Leng Keng Geylang",1.3177394165,103.8806244
"sct-kd-493","清水廟東聖殿","Chin Chwee Temple",1.4523772469,103.8005281
"sct-kd-494","青雲聯合廟","Qing Yun Combined Tp",1.3529952162,103.8804597
"sct-kd-495","青雲廟","Qing Yun Temple",1.3529952162,103.8804597
"sct-kd-496","瓊山塔市關聖帝君壇","Qiongshan Tashi Guansheng Dijun Tan",1.3422748603,103.8480502
"sct-kd-497","瓊瑤教邸","Qiong Yao Jiao Di Temple   Jurong Temple",1.352958069,103.7239717
"sct-kd-498","瓊瑤仙教","Qiongyao Xianjiao",1.3123860473,103.8817889
"sct-kd-499","瓊州天后宮","Qiongzhou Tianhougong",1.2964086475,103.8559294
"sct-kd-500","全盛宮","Feng Shan Tang Jin Fa Dian Quan Sheng Gong",1.3855669588,103.8486831
"sct-kd-501","惹蘭加由聯合廟","Jalan Kayu Joint Temple",1.3917369177,103.8724253
"sct-kd-502","惹亞曼加佛寺","Jayamangal Buddhist Temple, The",1.356768004,103.8766896
"sct-kd-503","壬慈觀","Renci Guan",1.371625702,103.8577361
"sct-kd-504","日蓮宗","Nichiren Shoushu Buddhist Association",1.3147858597,103.8796688
"sct-kd-505","如是我聞","Rushi Wowen",1.3415065222,103.7727357
"sct-kd-506","如望佛學社","Ruwan Buddhist Society",1.3211064304,103.9267007
"sct-kd-507","叁安府","Sanan Fu",1.3855669588,103.8486831
"sct-kd-508","叁巴旺財神廟","Sembawang God of Wealth Temple",1.4608032166,103.8111042
"sct-kd-509","叁巴旺成邦聯合廟","Sanbawang Chengbang Lianhemiao",1.4337957971,103.8280431
"sct-kd-510","叁巴旺聯合宮","Sembawang United Temple",1.4608032166,103.8111042
"sct-kd-511","叁巴旺天后宮","Sembawang Tian Ho Keng",1.4609708906,103.8114542
"sct-kd-512","叁巴旺天雲殿財神廟","Sembawang Tian Hoon Tien   God of Wealth Temple",1.4608032166,103.8111042
"sct-kd-513","叁寶佛光寺","Lord Buddha Temple",1.3256932427,103.8919086
"sct-kd-514","叁寶佛教會","Tisarana Buddhist Association",1.310404234,103.9066324
"sct-kd-515","叁寶堂","Sanbao Tang",1.3121634862,103.9105623
"sct-kd-516","叁皇五帝","San Wang Wu Ti Religious Society",1.3432023822,103.8621117
"sct-kd-517","叁江公祠","San Jiang Gong Ci Tp",1.2815928968,103.8146044
"sct-kd-518","叁龍壇","Sanlong Tan",1.3703357368,103.8426573
"sct-kd-519","叁清宮","Sanqing Gong",1.3349764,103.94958
"sct-kd-520","叁壇白龍宮","Santan Bailong Gong",1.4318855371,103.7793232
"sct-kd-521","叁童子興壇","San Tong Zi Xing Tan",1.3346011394,103.9294452
"sct-kd-522","叁中宮","Sanzhong Gong",1.3810533343,103.7536302
"sct-kd-523","善德堂","Sian Teck Tng Vegetarian Convent",1.3032197126,103.840225
"sct-kd-524","上帝廟","Shandi Miao",1.4394104222,103.7828042
"sct-kd-525","善法殿","Shanfa Dian",1.3182373096,103.8732868
"sct-kd-526","善福堂","Shan Fook Tong Temple",1.3124222416,103.875705
"sct-kd-527","善聯山","San Lian Sun",1.346014252,103.9409852
"sct-kd-528","善蓮山宮","Shanlianshan Gong",1.3353597603,103.9489977
"sct-kd-529","善蓮堂","Shanlian Tang",1.4616841267,103.8108054
"sct-kd-530","善靈壇道教會","Shan Ling Tuah Society",1.3909053148,103.8850249
"sct-kd-531","善興壇","Shanxing Tang",1.3916643229,103.7428688
"sct-kd-532","山竹园福德祠","Shanzhuyuan Fudeci",1.3386089464,103.8564759
"sct-kd-533","上帝廟濟公壇  聯合廟","Shang Di Chai Kong Temple",1.4394104222,103.7828042
"sct-kd-534","上法公壇","Shangfa Gongtan",1.3505921391,103.7153486
"sct-kd-535","聖佛山","Shengfo Shan",1.3374208722,103.757292
"sct-kd-536","聖公宮","Shenggong Gong",1.3865514869,103.9067414
"sct-kd-537","聖君廟","Shengjun Miao",1.3748232791,103.8913669
"sct-kd-538","聖風殿","Shengfeng Dian",1.287026145,103.8068915
"sct-kd-539","聖封壇","Shengfeng Tan",1.3789791879,103.8772821
"sct-kd-540","聖佛山","Shengfu Shan",1.3378805639,103.7570845
"sct-kd-541","盛港聯合廟","Sengkang Joint Temple",1.3891390825,103.9070585
"sct-kd-542","聖家廟","Sheng Jia Temple Association",1.3922828822,103.9155122
"sct-kd-543","聖蓮宮","Shenglian Gong",1.3386760821,103.759119
"sct-kd-544","聖龍廟","Sheng Leng Temple",1.3493035188,103.7202906
"sct-kd-545","聖王宮","Shengwang Gong",1.3113489882,103.8839012
"sct-kd-546","聖旨宫","Shengzhi Gong",1.3771720895,103.7686167
"sct-kd-547","釋迦牟尼菩提迦耶寺","Sakya Muni Buddha Gaya Temple",1.3147138759,103.8569165
"sct-kd-548","释迦寺","Sakya Tenphel Ling Temple",1.3690416849,103.9591766
"sct-kd-549","石林晉山聯合宮","Cheo Lim Chin Sun Lian Hup Keng",1.3353597603,103.9489977
"sct-kd-550","實龍崗北協靈壇","Serangoon North Hiep Leng Tuan",1.3774691172,103.8755575
"sct-kd-551","石牛洞","Shi Niu Dong Temple",1.3117794873,103.8835796
"sct-kd-552","石霧洞","Cheo Bu Tong Temple",1.3353622895,103.9489929
"sct-kd-553","石竹廟  武吉巴督","Shi Zhu Miao Bukit Batok",1.3471432239,103.7400396
"sct-kd-554","石竹廟  實龍崗","Cheo Teik Temple  Serangoon",1.3645120745,103.8721674
"sct-kd-555","樹頭伯公","Shutou Bogong",1.3554610802,103.9386503
"sct-kd-556","樹頭伯公暨廣進殿  聯合殿","Shutou Bogong Ji Guangjindian Lianhedian",1.355063074,103.9380571
"sct-kd-557","雙林城隍廟","Shuang Lin Cheng Huang Tp",1.3299438041,103.856476
"sct-kd-558","雙龍山嘉應五屬義祠","Shuanglongshan Jiaying Wushu Yici",1.3057284092,103.7959381
"sct-kd-559","水池林","Shuichi Lin",1.4341966586,103.8415042
